"JointSubmissionId","Institution","UnitOfAssessment","MultipleSubmission","StaffIdentifier","OutputNumber","Year","OutputType","LongTitle","ShortTitle","Pagination","Publisher","Editors","ISBN","PublicationDate","EndDate","URL","DOI","OtherDetails","EnglishAbstract","ResearchGroup","IsInterdisciplinary","NumberofAdditionalAuthors","CoAuthor1","CoAuthor1External","CoAuthor2","CoAuthor2External","CoAuthor3","CoAuthor3External"
,"0156",34,,142165,4,,"D","<p>Ambiguity Aversion and Incompleteness of Financial Markets</p>","68 (4)","883-904","Review of Economic Studies",,"1467937X",2001-Oct-01,,,"10.1111/1467-937X.00194","Reprinted in Gilboa, I. Uncertainty in Economic Theory: A Collection of Essays in honor of David Schmeidler's 65th birthday, Routledge 2004",,,False,,"Tallon, J-M. ",True,,,,
,"0156",34,,210955,1,,"D","<p>Modelling winners and losers in contingent valuations of public goods: appropriate welfare measures and econometric analysis</p>","111 (470)","420-443","The Economic Journal",,"14680297",2001-Apr-01,,,"10.1111/1468-0297.00614",,,,False,,"Clinch, P.",True,,,,
,"0156",34,,142171,1,,"D","<p>The Asymptotic Distribution of Unit Root Tests of Unstable Autoregressive Processes</p>","69 (1)","211-219","Econometrica",,"14680262",2001-Jan-01,,,"10.1111/1468-0262.00184",,,,False,,,,,,,
,"0156",34,,142171,4,,"D","<p>Conditional test for rank in bivariate canonical correlation analysis</p>","88 (3)","874-880","Biometrika",,"14643510",2001-Oct-01,,,"10.1093/biomet/88.3.874",,,,False,,,,,,,
,"0156",34,,142122,4,,"D","<p>Participation in further education in England and Wales: an analysis of post-war trends</p>","53 (1)","47-66","Oxford Economic Papers",,"00307653",2001-Jan-01,,,"10.1093/oep/53.1.47",,,,False,,"McVicar, D.",True,,,,
,"0156",34,,142154,4,,"D","<p>Likelihood inference for discretely observed non-linear diffusions</p>","69 (4)","959-993","Econometrica",,"14680262",2001-Jul-01,,,"10.1111/1468-0262.00226","Cited by 190",,,False,,"Chib, S.",True,"Elerian, O.",False,,
,"0156",34,,142130,1,,"D","<p>Should firms be required to pay for vocational training</p>","111 (473)","485-505","The Economic Journal",,"14680297",2001-Jul-01,,,"10.1111/1468-0297.00647",,,,False,,,,,,,
,"0156",34,,142129,1,,"D","<p>Competition, Imitation and Growth with Step-by-Step Innovation</p>","68 (3)","467-492","Review of Economic Studies",,"1467937X",2001-Jul-01,,,"10.1111/1467-937X.00177","Reprinted in Acemoglu, D. ed., Recent Developments in Growth Theory, Vol 11, Edward Elgar, 2004
Article cited by 196",,,False,,"Aghion, P. ",True,"Harris, C. ",True,"Howitt, P. ",True
,"0156",34,,142129,2,,"D","<p>Competitive Price Discrimination</p>","32 (4)","579-605","The RAND Journal of Economics",,"07416261",2001-Dec-01,,,"10.2307/2696383","Cited by 138",,,False,,"Armstrong, M. ",False,,,,
,"0156",34,,142128,2,,"D","<p>Interest rate feedback rules in an open economy with forward looking inflation</p>","63 (2)","209-232","Oxford Bulletin of Economics and Statistics",,"14680084",2001-May-01,,,"10.1111/1468-0084.00217",,,,False,,"Leith, C.",True,,,,
,"0156",34,,142143,4,,"D","<p>Competition and custom in economic contracts: a case study of Illinois Agriculture</p>","91(3)","559-573","American Economic Review",,"0954-4100",2001-Jun-01,,"http://links.jstor.org/sici?sici=0002-8282%28200106%2991%3A3%3C559%3ACACIEC%3E2.0.CO%3B2-Q ",,,,,False,,"Burke, M.",True,,,,
,"0156",34,,142105,4,,"D","<p>Projection estimators for autoregressive panel data models</p>","5(2)","457-479","Econometrics Journal",,"1368-4221",2002-Dec-01,,,"10.1111/1368-423X.t01-1-00093",,,,False,,"Windmeijer, F.",True,,,,
,"0156",34,,142119,1,,"D","<p>Density versus Quality in Health Care Provision:Using Household data to Make Budgetary Choices in Ethiopia</p>","16(3)","425-448","World Bank Economic Review",,"0258-6770",2002-Dec-01,,,"10.1093/wber/lhf003",,,,False,,"Dercon, S. ",False,"Mackinnon, J. ",True,,
,"0156",34,,142119,2,,"D","<p>Aid Allocation and Poverty Reduction</p>","46 (8)","1475-1500","European Economic Review",,"00142921",2002-Sep-01,,,"10.1016/S0014-2921(01)00187-8",,,,False,,"Dollar, D. ",True,,,,
,"0156",34,,142127,3,,"D","<p>Price Cap Regulation</p>","9(2)","167-188","Swedish Economic Policy Review",,"1400-1829",2002-Oct-01,,"http://www.ekonomiskaradet.se/Panda_ekonomiska/Data/Documents/sepr2002/Cowan_9_2.pdf",,,,,False,,,,,,,
,"0156",34,,142120,4,,"D","<p>The Value of Innovation: The Interaction of competition, R&#38;D and IP</p>","35 (4)","562-580","Research Policy",,"00487333",2006-May-01,,,"10.1016/j.respol.2006.02.002",,,,False,,"Rogers, M.",False,,,,
,"0156",34,,142116,2,,"D","<p>The National Minimum Wage and Hours of work: Implications for low paid women</p>","64 (supplement)","607-631","Oxford Bulletin of Economics and Statistics",,"14680084",2002-Dec-01,,,"10.1111/1468-0084.64.s.3","Special Issue: Evaluating the Impact of the UK National Minimum Wage",,,False,,"Connolly, S. ",True,,,,
,"0156",34,,142139,3,2004,"C","<p>Trade: discovery, mercantilism and technology</p>","The Cambridge Economic History of Modern Britain Volume 1: Industrialisation, 1700-1860","175-203","Cambridge University Press","Floud, R. and Johnson, P.","9780521527361",,,,,,,,False,,,,,,,
,"0156",34,,142139,4,,"D","<p>Twentieth Century Monetary Regimes in Canadian Perspective</p>","1","157-170","Jahrbuch fur Wirtschaftsgeschichte",,"0075-2800",2002-Jan-01,,,,,,,False,,,,,,,
,"0156",34,,142124,1,,"D","<p>Prices and the Winner's Curse</p>","33 (1)","1-21","The RAND Journal of Economics",,"07416261",2002-Apr-01,,,"10.2307/2696372","Cited by 121",,,False,,"Bulow, J. ",True,,,,
,"0156",34,,142124,3,,"D","<p>The Biggest Auction Ever: the sale of the British 3G Telecom Licenses</p>","112 (478)","C74-C96","The Economic Journal",,"14680297",2002-Mar-01,,,"10.1111/1468-0297.00020",,,,False,,"Binmore, K. ",True,,,,
,"0156",34,,142107,2,,"D","<p>Interest rate effects on output: evidence from a GDP forecasting model for S. Africa</p>","49 (Special Issue)","185-213","IMF Staff Papers",,"1020-7635",2002-Nov-01,,,,"Special Issue contains papers presented at the Second Annual Research Conference of the International Monetary Fund, held in Washington DC on 29 and 30 November 2001",,,False,,"Aron, J",False,,,,
,"0156",34,,142112,2,,"D","<p>A picture of job insecurity facing British men</p>","112 (476)","1-27","The Economic Journal",,"14680297",2002-Jan-01,,,"10.1111/1468-0297.0j671",,,,False,,"Jones, P. ",True,"Quintini, G. ",True,,
,"0156",34,,142104,1,,"D","<p>Classical and Technological Convergence: beyond the Solow-Swan Model</p>","54 (3)","369-385","Oxford Economic Papers",,"14643812",2002-Jul-01,,,"10.1093/oep/54.3.369",,,,False,,"Dowrick, S. ",True,,,,
,"0156",34,,210962,4,,"D","<p>Geographical disadvantage: a Heckscher-Ohlin-von Thunen model of international specialisation</p>","58 (2)","239-263","Journal of International Economics",,"00221996",2002-Dec-01,,,"10.1016/S0022-1996(01)00168-4",,,,False,,"Limao, N.",True,,,,
,"0156",34,,142135,4,,"D","<p>Progress and Poverty in Early Modern Europe</p>","56(3)","403-443","Economic History Review ",,"0013-0117",2003-Aug-01,,,"10.1111/j.1468-0289.2003.00257.x",,,,False,,,,,,,
,"0156",34,,142166,1,,"D","<p>Trust and Expected Trustworthiness: Experimental evidence from Zimbabwean villages</p>","113(489)","614-630","Economic Journal ",,"0013-0133",2003-Jul-01,,,"10.1111/1468-0297.t01-1-00150",,,,False,,,,,,,
,"0156",34,,142105,2,,"D","<p>Generalised R-based and S-based taxes under uncertainty</p>","87 (5-6)","1291-1311","Journal of Public Economics",,"00472727",2003-May-01,,,"10.1016/S0047-2727(01)00161-X",,,,False,,"Devereux, M.P.",False,,,,
,"0156",34,,142105,3,,"D","<p>Financial factors and investment in Belgium, France, Germany and the UK: a comparison using company panel data</p>","85(1)","153-165","Review of Economics and Statistics",,"0034-6535",2003-Feb-01,,,"10.1162/003465303762687776","Cited by 141",,,False,,"Elston, J.A.",True,"Mairesse, J.",True,"Mulkay, B.",True
,"0156",34,,142136,2,,"D","<p>Trade openness, investment instability and terms of trade volatility</p>","61(2)","285-306","Journal of International Economics",,"0022-1996",2003-Dec-01,,,"10.1016/S0022-1996(03)00014-X",,,,False,,"Razin, A.",True,"Sadka, E",True,,
,"0156",34,,210947,1,,"D","<p>Nonparametric Engel Curves and Revealed Preference</p>","71 (1)","205-240","Econometrica",,"14680262",2003-Jan-01,,,"10.1111/1468-0262.00394",,,,False,,"Blundell, R.",True,"Browning, M.",False,,
,"0156",34,,210947,2,,"D","<p>Estimation of household demand systems with theoretically compatible Engel curve and unit value specifications</p>","114(2)","221-241","Journal of Econometrics",,"0304-4076",2003-Jun-01,,,"10.1016/S0304-4076(03)00083-6",,,,False,,"Laisney, F.",True,"Preston, I.",True,,
,"0156",34,,142139,2,,"D","<p>Growth theory and industrial revolutions in Britain and America</p>","36(4)","809-831","Canadian Journal of Economics ",,"0008-4085",2003-Nov-01,,,"10.1111/1540-5982.t01-3-00002",,,,False,,,,,,,
,"0156",34,,142168,1,,"D","<p>Price dispersion and Learning in a Dynamic Differentiated-Goods Duopoly</p>","34 (1)","138-165","The RAND Journal of Economics",,"07416261",2003-Apr-01,,,"10.2307/3087447",,,,False,,"Rady, S. ",True,,,,
,"0156",34,,142168,2,,"D","<p>Branching Bandits: a sequential search process with correlated pay-offs</p>","113(2)","302-315","Journal of Economic Theory",,"0022-0531",2003-Dec-01,,,"10.1016/S0022-0531(03)00092-9",,,,False,,"Oldale, A. ",True,,,,
,"0156",34,,142124,2,,"D","<p>Using and Abusing Economic Theory</p>","1 (2-3)","272-300","Journal of the European Economic Association",,"15424774",2003-May-01,,,"10.1162/154247603322390937","Reprinted in Becker, R. and Hurn, S. eds Contemporary Issues in Economics and Econometrics, 2004",,,False,,,,,,,
,"0156",34,,142117,3,,"D","<p>General training by firms, apprentice contracts and public policy</p>","47 (2)","197-227","European Economic Review",,"00142921",2003-Apr-01,,,"10.1016/S0014-2921(02)00207-6",,,,False,,"Maw, J.",True,"McCormick, B.",True,,
,"0156",34,,142169,1,,"D","<p>Multiproduct Quality Competition: Fighting Brands and Product-Line Pruning</p>","93 (3)","748-774","American Economic Review",,"00028282",2003-Jun-01,,,"10.1257/000282803322157070",,,,False,,"Johnson, J. P. ",True,,,,
,"0156",34,,142152,2,,"D","<p>The mercantilist index of trade policy</p>","44 (2)","627-650","International Economic Review",,"14682354",2003-May-01,,,"10.1111/1468-2354.t01-1-00083",,,,False,," Anderson, J.E.",True,,,,
,"0156",34,,142112,1,,"D","<p>Nominal Wage Rigidity and the rate of inflation</p>","113 (490)","762-781","The Economic Journal",,"14680297",2003-Oct-01,,,"10.1111/1468-0297.t01-1-00161",,,,False,,"Quintini, G. ",True,,,,
,"0156",34,,142171,2,,"D","<p>Correlograms for non-stationary autoregressions</p>","68 (4)","707-720","Journal of the Royal Statistical Society Series B (Statistical Methodology)",,"14679868",2006-Sep-01,,,"10.1111/j.1467-9868.2006.00563.x",,,,False,,,,,,,
,"0156",34,,142167,1,,"D","<p>The law of demand and risk aversion</p>","71 (2)","713-721","Econometrica",,"14680262",2003-Mar-01,,,"10.1111/1468-0262.00421",,,,False,,,,,,,
,"0156",34,,142122,3,,"D","<p>Equilibrium regional disparities: theory and British Evidence</p>","37 (6-7)","675-686","Regional Studies",,"13600591",2003-Aug-01,,,"10.1080/0034340032000108769",,,,False,,"Venables, A.J.",False,,,,
,"0156",34,,142130,2,,"D","<p>Earnings Functions, Specific Human Capital and Job Matching: Tenure Bias is Negative</p>","21 (4)","783-805","Journal of Labor Economics",,"15375307",2003-Oct-01,,,"10.1086/376958",,,,False,,,,,,,
,"0156",34,,210962,3,,"D","<p>Winners and losers from regional integration agreements</p>","113(490)","747-761","Economic Journal",,"0013-0133",2003-Oct-01,,,"10.1111/1468-0297.t01-1-00155",,,,False,,,,,,,
,"0156",34,,142164,4,,"D","<p>Thailand's Investment-driven Boom and Crisis</p>","55 (3)","440-466","Oxford Economic Papers",,"14643812",2003-Jul-01,,,"10.1093/oep/55.3.440",,,,False,,"Warr, P. ",True,,,,
,"0156",34,,142132,2,,"D","<p>A Multinomial Probit Model of Stochastic Evolution</p>","113(2)","286-301","Journal of Economic Theory",,"0022-0531",2003-Dec-01,,,"10.1016/S0022-0531(03)00069-3",,,,False,,"Myatt, D. ",False,,,,
,"0156",34,,142132,4,,"D","<p>Sophisticated play by idiosyncratic Agents</p>","13(3)","319-345","Journal of Evolutionary Economics",,"0936-9937",2003-Aug-01,,,"10.1007/s00191-003-0156-x",,,,False,,"Myatt, D. ",False,,,,
,"0156",34,,142143,1,,"D","<p>Learning, Hypothesis Testing, and Nash Equilibrium</p>","45 (1)","73-96","Games and Economic Behavior",,"10902473",2003-Oct-01,,,"10.1016/S0899-8256(03)00025-3",,,,False,,"Foster, D.P.",True,,,,
,"0156",34,,142143,2,,"D","<p>Equilibrium Selection in Bargaining Models</p>","45 (2)","296-328","Games and Economic Behavior",,"10902473",2003-Nov-01,,,"10.1016/S0899-8256(03)00146-5","Special Issue in Honor of Robert W. Rosenthal ",,,False,,"Binmore, K.",True,"Samuelson, L.",True,,
,"0156",34,,142135,3,,"D","<p>Saving the Whales: lessons from the Extinction of the Eastern Arctic Bowhead</p>","64 (2)","400-432","The Journal of Economic History",,"14716372",2004-Jun-01,,,"10.1017/S0022050704002748",,,,False,,"Keay, I.",True,,,,
,"0156",34,,142119,3,,"D","<p>Greed and Grievance in Civil War</p>","56(4)","563-595","Oxford Economic Papers",,"0030-7653",2004-Oct-01,,,"10.1093/oep/gpf064","Lead article and most cited and dowloaded OEP paper in the past decade: Cited by 779",,,False,,"Hoeffler, A. ",False,,,,
,"0156",34,,142119,4,,"D","<p>Aid, Policy and Growth in Post-Conflict Societies</p>","48(5)","1125-1145","European Economic Review",,"0014-2921",2004-Oct-01,,,"10.1016/j.euroecorev.2003.11.005","Cited by 121",,,False,,"Hoeffler, A.",False,,,,
,"0156",34,,142127,1,,"D","<p>Optimal risk allocation for regulated monopolies and consumers</p>","88(1-2)","285-303","Journal of Public Economics",,"0047-2727",2004-Jan-01,,,"10.1016/S0047-2727(02)00082-8",,,,False,,,,,,,
,"0156",34,,142127,2,,"D","<p>Utility regulation and risk allocation: The Roles of Marginal Cost Pricing and Futures Markets</p>","26(1)","23-40","Journal of Regulatory Economics",,"0922-680X",2004-Jul-01,,,"10.1023/B:REGE.0000028012.31228.ec",,,,False,,,,,,,
,"0156",34,,210953,1,,"D","<p>Does Foreign Direct Investment Increase the Productivity of Domestic Firms? In Search of Spillovers through Backward Linkages</p>","94 (3)","605-627","American Economic Review",,"00028282",2004-Jun-01,,,"10.1257/0002828041464605","Cited by 267",,,False,,,,,,,
,"0156",34,,210953,2,,"D","<p>The Composition of Foreign Direct Investment and Protection of Intellectual Property Rights in Transition Economies</p>","48(1)","39-62","European Economic Review",,"0014-2921",2004-Feb-01,,,"10.1016/S0014-2921(02)00257-X",,,,False,,,,,,,
,"0156",34,,142117,2,,"D","<p>Cost sharing in health service provision: an empirical assessment of cost savings</p>","84 (2)","219-249","Journal of Public Economics",,"00472727",2002-May-01,,,"10.1016/S0047-2727(01)00126-8",,,,False,,"Chalkley, M.",True,,,,
,"0156",34,,142118,4,,"D","<p>The Economic and Distributional Implications of Current Policies on Higher Education</p>","20(2)","298-314","Oxford Review of Economic Policy",,"0266-903X",2004-Jul-01,,,"10.1093/oxrep/grh017",,,,False,,"Keep, E.",True,,,,
,"0156",34,,142165,2,,"D","<p>Ambiguity Aversion and the absence of indexed debt</p>","24(3)","665-685","Economic Theory",,"0938-2259",2004-Oct-01,,,"10.1007/s00199-004-0505-5","Reprinted (longer version) in Citanna, A. et al Essays in Dynamic Equilibrium Theory Springer, Verlag 2005",,,False,,"Tallon, J-M. ",True,,,,
,"0156",34,,142165,3,,"D","<p>Ambiguity Aversion and the absence of Wage Indexation</p>","51(3)","653-670","Journal of Monetary Economics",,"0304-3932",2004-Apr-01,,,"10.1016/j.jmoneco.2003.08.012",,,,False,,"Tallon, J-M. ",True,,,,
,"0156",34,,210955,2,,"D","<p>Commissions Matter: the trading behavior of institutional and individual active traders</p>","5(4)","212-221","Journal of Behavioral Finance",,"1520-8834",2004-Jun-01,,,,,,,False,,"Garvey, R.",True,,,,
,"0156",34,,142152,3,,"D","<p>Rationalising the Penn World Table: True multilateral indices for international comparisons of real income</p>","94 (5)","1411-1428","American Economic Review",,"00028282",2004-Dec-01,,,"10.1257/0002828043052286",,,,False,,,,,,,
,"0156",34,,142104,2,,"D","<p>Absorptive Capability and Economic Growth: How Do Countries Catch-up?</p>","28 (4)","577-596","Cambridge Journal of Economics",,"14643545",2004-Jul-01,,,"10.1093/cje/28.4.577",,,,False,,,,,,,
,"0156",34,,142104,3,,"D","<p><span class=""bf"">Network density and R&#38;D spillovers</span><br />
</p>","53(2)","237-260","Journal of Economic Behavior & Organisation",,"0167-2681",2004-Feb-01,,,"10.1016/j.jebo.2002.10.004",,,,False,,"Meagher, K. ",True,,,,
,"0156",34,,142154,2,,"D","<p>Likelihood-based estimation of latent generalised ARCH structures</p>","72 (5)","1481-1517","Econometrica",,"14680262",2004-Sep-01,,,"10.1111/j.1468-0262.2004.00541.x",,,,False,,"Fiorentini, G. ",True,"Sentana, G.",True,,
,"0156",34,,142154,3,,"D","<p>Econometric analysis of realised covariation: high frequency based covariance, regression and correlation in financial economics</p>","72 (3)","885-925","Econometrica",,"14680262",2004-May-01,,,"10.1111/j.1468-0262.2004.00515.x","Cited by 123",,,False,,"Barndorff-Nielsen, O.E.",True,,,,
,"0156",34,,142162,1,,"D","<p>Supermarket choice and supermarket competition in market equilibrium</p>","71 (1)","235-263","Review of Economic Studies",,"1467937X",2004-Jan-01,,,"10.1111/0034-6527.00283",,,,False,,,,,,,
